ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10000911,Kenneth Cole Women Navy Blue Solid Backpack,Kenneth Cole,Women,2463,5,Navy Blue backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: No,Blue
10000245,Parx Men Green Printed Polo Collar T-shirt,Parx,Men,629,5,"Green printed T-shirt, has a polo collar, and short sleeves", Green
10001989,Police Men To Be The King Eau De Toilette 125 ml,Police,Men,2695,5,To Be The King Eau De ToiletteÂ ,
10016727,Vishudh Women Maroon Printed Kurta with Palazzos,Vishudh,Women,892,4,"Maroon printed kurta with palazzos Maroon straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsMaroon  Printed palazzos, has elasticated waistband, slip-on closure", Maroon
10017749,Parx Men Red Slim Fit Checked Casual Shirt,Parx,Men,752,5,"Red checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Red
1000795,Being Human Clothing Navy Printed Casual Slim Shirt,Being Human,Men,1079,6,"Navy blue printedÂ casual shirt, has a spread collar, a full button placket, two pockets,Â long sleeves, a curved hem", Navy
10003803,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1620,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White
10012765,SEJ by Nisha Gupta Set of 6 Mustard & Blue Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table mats Shape: Rectangle Colour: Mustard and blue Pattern: Printed Suitable For: 6 seater table Material: Cotton ,Blue
10014413,YAK YAK Men Camel Brown Solid Polo Collar T-shirt,YAK YAK,Men,599,5,"Camel brown solid T-shirt, has polo collar, short sleeves", Brown
10013483,PARFAIT Plus Size Black Striped Non-Wired Lightly Padded T-shirt Bra P5252,PARFAIT,Women,1749,3,Black striped medium-coverage T-shirt braLightly Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10001265,Michael Kors Women Sexy Amber Eau de Parfum 100ml,Michael Kors,Women,7920,3,Michael Kors Sexy Amber Eau de ParfumFragrance Notes:Top notes - amberHeart notes - sandalwoodBase - white flowers,
10004155,HIGHLANDER Men Mustard & Black Slim Fit Checked Casual Shirt,HIGHLANDER,Men,699,5,"Mustard and black checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Black
10012795,SEJ by Nisha Gupta Set of 6 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table matsShape: RectangleColour: MulticolouredPattern: PrintedSuitable For: 6 seater tableMaterial: Cotton, Red
10009723,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1199,7,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
10012853,JEWEL JUNCTION Gold-Toned Square Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned square solid cufflinks, Gold
10006001,ID Men Tan Brown Fisherman Leather Sandals,ID,Men,2385,5,A pair of tan brown fisherman sandalsLeather upper with velcro closureCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown
10017377,Story@home Multicoloured Geometric 210TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199,4,Set content: 1 King bedsheet with 2 pillow coversQuality: Fine Thread count: 210Colour: MulticolouredPattern: Geometric, Red
10015839,Raymond Men Blue Slim Fit Printed Formal Shirt,Raymond,Men,1079,5,"Blue printed formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
10003123,Gini and Jony Boys Navy Blue Regular Fit Solid Casual Shirt,Gini and Jony,Boys,699,3,"Navy Blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
10012767,SEJ by Nisha Gupta Set of 6 Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table mats Shape: Rectangle Colour: Pink and blue Pattern: Printed Suitable For: 6 seater table Material: Cotton ,
10013041,Sera Women Blue Printed Kurta with Palazzos,Sera,Women,1437,5,"Blue printed kurta with palazzos Blue A-line calf length kurta, has a round neck, short sleeves, flared hem Blue solid palazzos, button closure",Blue
10014831,AccessHer Women Gold-Toned & Pink Gold-Plated AD-Studded Maang Tikka,AccessHer,Women,979,3,"Gold-toned and pink gold-plated maang tikka with arificial stoned and beads studded, gold-platedSecured with a fish-hook ear wire", Pink
10017831,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,779,5,"Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10002713,Alcis Women Yellow & Blue Colorblocked Tights,Alcis,Women,749,6,"Alcis Women  Yellow & Blue Colorblocked Tights, three-fouth length, elasticated waist",Blue
10006029,ID Men Brown Leather Formal Slip-Ons,ID,Men,956,5,"A pair of brown square-toed formal slip-on shoes, has elasticated gussets on both sidesLeather upper, has a textured detailCushioned footbedTextured TPR outsoleWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Brown
10005903,Difference of Opinion Men Navy Blue Solid Round Neck T-shirt With Side Strip Detail,Difference of Opinion,Men,499,5,"Navy Blue Solid T-shirt, has a round neck, long sleeves, has side stripes in the sleeves",Blue
10017781,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,769,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one pocket",Blue
10002151,Michael Kors Extreme Blue For Men Edt 70 ml,Michael Kors,Men,4275,2,"What it is:Extreme Blue For Men EdWhat it does:Masculine and sensuous at the same time is this 'Blue Eau De Toilette' from Michael Kors. Exuding unmatched freshness, this EDT is a must-have in your collection of fragrances. Available in a 70 ml pack, this EDT has top notes of bergamot, spicy pink pepper and invigorating cardamom. The heart notes are of juniper, cypress, nutty sesame and herbaceous sage, while the base notes include warm ambrox, musk and patchouli.",Blue
10015989,Tokyo Talkies Women Off-White & Pink Floral Print Fit and Flare Dress,Tokyo Talkies,Women,499,5,"Off-White and pink printed woven fit and flare dress, has a round neck, three-quarter sleeves, concealed zip closure,, flared hem", White
10001111,ANNA SUI Women La Vie De Boheme EDT 75ml,ANNA SUI,Women,4600,4,"ANNA SUI La Vie De Boheme Eau De ToiletteStrong perfumeLasts 2 to 3 hoursFresh FragranceTop notes: Turkish rose, sparkling pear, berries and pitahaya accordHeart notes: Red magnolia, peony, pink freesiaBase notes: dry woods, sandalwood, musk and black vanillaIt comes in a 75 ml bottle.",
10004151,HIGHLANDER Men Navy Blue & Maroon Slim Fit Checked Casual Shirt,HIGHLANDER,Men,699,5,"Navy Blue and maroon checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10007705,her by invictus Women Brown Solid Cushioned Mules,her by invictus,Women,1044,6,"A pair of pointed closed toe brown mules with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole", Brown
10006041,ID Men Beige Leather Derbys,ID,Men,2685,5,"A pair of round-toe beige derbys, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Beige
10009621,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Low Distress Ankle-length Stretchable Jeans,SPYKAR,Women,1124,7,"Blue medium wash 5-pocket mid-rise ankle-length jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
10009681,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Ankle-Length Stretchable Jeans,SPYKAR,Women,989,7,"Blue dark wash 5-pocket mid-rise ankle-length jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
10017569,Soie Nude-Coloured Solid Non-Wired Non Padded Maternity Bra CB-331NUDE,Soie,Women,750,4,Nude-Coloured solid full-coverage Maternity bra Non Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10001251,Lara Karen Women Black Solid Maxi Satin Skirt,Lara Karen,Women,1999,5,"Black solid woven maxi skirt, has a slip-on closure, flared hem", Black
10003199,Gini and Jony Girls Yellow Fit and Flare Embellished Dress,Gini and Jony,Girls,1619,3,"Yellow embellished woven fit and flare dress, has a round neck, short sleeves, zip closure, an attached lining, and flared hem", Yellow
10017405,Story@home Off-White & Blue Geometric 210TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199,4,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: Off-White and bluePattern: Geometric,Blue
10013687,PARFAIT Plus Size Blue Solid Underwired Lightly Padded Plunge Bra 2801,PARFAIT,Women,1189,2,Blue solid medium-coverage plunge bra with lace detailLightly padded and underwired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,Blue
10015163,Urban Dog Men Grey Solid Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Grey solid mid-rise sports shorts, has two pockets, a drawstring closure", Grey
1000710,ahilya Sterling Silver Textured Bangle,ahilya,Women,9756,5,"Sterling silver textured bangle, has animal-shaped detail on the endsNote: This jewellery is handcrafted, therefore there might be slight variations from the image.", Red
10013541,PARFAIT Plus Size Blue Solid Underwired Lightly Padded T-shirt Bra P5441,PARFAIT,Women,1609,2,Blue solid medium-coverage T-shirt braLightly padded and underwired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,Blue
10002833,VASTRAMAY Boys Navy Blue & Maroon Solid Kurta with Dhoti Pants & Jacket,VASTRAMAY,Boys,1469,3,"Navy Blue and maroon solid kurta with dhoti pantsNavy Blue straight above knee kurta, has a mandarin collar, long sleeves, curved hemGold-toned solid dhoti pants, slip-on closureMaroon woven design nehru jacket, has a mandarin collar, sleeveless, one welt pocket",Blue
10005915,Difference of Opinion Men Grey Melange Printed Round Neck T-shirt,Difference of Opinion,Men,499,5,"Grey printed T-shirt, has round neck, long sleeves", Grey
10002707,Campus Sutra Men White & Blue Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,479,5,"White and blue colourblocked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10012433,FIDO DIDO Men White Printed Round Neck T-shirt,FIDO DIDO,Men,449,5,"White and black printed T-shirt,has round neck,short sleeves", White
10012699,MIAH Decor Beige & Black Indian Art Printed Set of 4 Ceramic Bowls,MIAH Decor,Unisex,1469,5,Type: BowlsPattern: PrintedFinish: Matte Material: Ceramic, Black
10012851,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned and blue geometric printed cufflinksComes in a signature JEWEL JUNCTION case, Gold
10016755,Vishudh Women Off-White & Green Floral Print A-Line Dress,Vishudh,Women,1299,5,"Off-White and green printed woven A-line dress, has a mandarin collar, three-quarter sleeves, button closure,, flared hem", Green
10015159,Urban Dog Men Grey Printed Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Grey printed mid-rise sports shorts, has two pockets, a drawstring closure", Grey
10013655,PARFAIT Plus Size Women Navy Blue  White Solid Low-Rise Bikini Brief PP303,PARFAIT,Women,499,3,"Navy blue and white solid low rise bikini briefs, has an inner elasticated waistband with lace detail, double layered gusset",Blue
10012821,SEJ by Nisha Gupta Set of 6 Yellow & Blue Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table mats Shape: Rectangle Colour: Yellow and bluePattern: Printed Suitable For: 6 seater table Material: Cotton ,Blue
10006073,ID Men Brown Leather Loafers,ID,Men,1218,5,"A pair of square toe brown loafers, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
10013491,PARFAIT Plus Size Red Solid Underwired Lightly Padded T-shirt Bra P5391,PARFAIT,Women,1609,2,Red solid medium-coverage T-shirt bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10009773,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,SPYKAR,Women,1214,7,"Blue medium wash 5-pocket mid-rise cropped jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",Blue
10009643,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,SPYKAR,Women,899,7,"Blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10015831,Raymond Men Blue Regular Fit Self Design Formal Shirt,Raymond,Men,1154,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
10014675,BuckleUp Women Multicoloured Printed Belt,BuckleUp,Women,449,5,Multicoloured printed beltReversible: NoStretchable: NoSecured with a tangWarranty: 1 monthWarranty provided by brand/manufacturer, Red
10012761,Peter England Men Black Briefs PIWBK9146012,Peter England,Men,266,5,"A pair of black briefs, has an elasticated waistband and a panelled front with a double-layered contoured pouch", Black
10001887,AIGNER Men Platinum Eau De Toilette Perfume 100 ml,AIGNER,Men,3640,5,"NotesTop notes: Mandarin, bergamot, ozonic, orange, tamarind, cardamom, black pepper, clove tones and crisp mint leavesHeart notes: Spicy woody notesBase notes: Crystal amber, vanilla guaiacwood, olibanum, patchouli, sandalwood, moos", Platinum
10003179,Gini and Jony Girls Blue Solid Jacket,Gini and Jony,Girls,1189,3,"Blue solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem",Blue
10003821,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1836,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumSwitch Type: Toggle Button, Gold
10017017,Campus Sutra Men Black Solid Round Neck Faux Leather T-shirt,Campus Sutra,Men,699,5,"Black solid T-shirt, has a round neck, and long sleeves with faux leather detail", Black
10012721,MIAH Decor Set of 3 Blue & Off-White Handpainted Kitchen Storage Jars with Lids,MIAH Decor,Unisex,3116,3,Type:  Set of 3 Blue & Off-White Handpainted Kitchen Storage Jars with LidsPattern: PrintedFinish: GlossyMaterial: Ceramic,Blue
10003341,Gini and Jony Girls Peach-Coloured Floral Embroidered Fit & Flare Dress,Gini and Jony,Girls,1484,4,"Peach-Coloured net embroidered woven fit and flare dress with embellished detail, has a round neck, short sleeves, concealed zip closure, tie-up on the back, attached lining and flared hem", Red
10013417,SEJ by Nisha Gupta Blue & Green Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,Set content: 1 open dry binColour: Blue and greenPattern: Floral printShape: Rectangular,Blue
10017923,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,859,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10013665,PARFAIT Plus Size Black Lace Non-Wired Non Padded Everyday Bra P5482,PARFAIT,Women,1679,3,Black lace full-coverage everyday braNon padded and non-wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: Side Bone, Red
10017595,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,939,5,"Blue checked casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue
10000805,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-WHT-BLK,Lady Lyka,Women,425,5,Black and white solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,
10012769,SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,4,Set content: 4 table matsShape: RectangleColour:multicolouredPattern: PrintedSuitable For: 4 seater tableMaterial: Cotton, Red
10007835,her by invictus Women Red Cushioned Loafers,her by invictus,Women,1299,6,"A pair of round closed toe red loafers with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole", Red
10012881,JEWEL JUNCTION Gold-Toned & Black Round Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned and black round solid cufflinks, Black
10013617,PARFAIT Plus Size Black Solid Non-Wired Non Padded Sports Bra P5542,PARFAIT,Women,1749,3,Black solid full-coverage Sports bra with mesh detailNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10007811,her by invictus Women Tan Brown Cushioned Slip-on Shoes,her by invictus,Women,949,6,"A pair of pointed closed toe tan brown slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole", Brown
10017427,DKNY Unisex Black Medium Trolley Bag,DKNY,Unisex,13320,6,"Black solid medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip pocketOne exterior zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Black
10017899,Parx Men Yellow & Off-White Slim Fit Checked Casual Shirt,Parx,Men,647,4,"Yellow and off-white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Yellow
10017369,Story@home Mauve & Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1799,5,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: Mauve and GreyPattern: Geometric, Grey
10017671,Parx Men Blue & Off-White Slim Fit Printed Casual Shirt,Parx,Men,779,5,"Blue and off-white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10007595,her by invictus Women Green Cushioned Slip-Ons,her by invictus,Women,1999,6,"A pair of pointed toe green slip-ons with cushioned footbed, has regular styling, slip-on detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole", Green
10004343,Park Avenue Women Blue Skinny Fit Mid-Rise Clean Look Jeans,Park Avenue,Women,569,5,"Blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Blue
10007683,Roadster Women Black Textured Open Toe Flats,Roadster,Women,1699,6,"A pair of black open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Red
10007801,her by invictus Women Black Textured Cushioned Flats,her by invictus,Women,944,6,"A pair of black pointed toe cushioned flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
10002181,U.S. Polo Assn. Denim Co. Men Navy Blue Solid Bomber Jacket,U.S. Polo Assn. Denim Co.,Men,3499,7,"Navy solid bomber jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and attached lining with 3 inner pockets",Blue
10012783,SEJ by Nisha Gupta Set of 6 Pink Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table mats Shape: Rectangle Colour: Pink and multicoloured Pattern: Printed Suitable For: 6 seater table Material: Cotton , Pink
10003387,Gini and Jony Girls Navy Blue Washed Denim Jacket,Gini and Jony,Girls,1329,3,"Navy Blue washed denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, and unlined",Blue
10004053,Sweet Dreams Men Navy Blue Solid Straight-Fit Trackpants,Sweet Dreams,Men,699,5,"Navy blue solid straight-fit trackpant, has an elasticated waistband with a drawstring fastening, two pockets",Blue
10017211,Kazo Women Yellow Floral Print Shirt Dress,Kazo,Women,1345,5,"Yellow printed woven shirt dress, has a mandarin collar, long sleeves, button closure,, tulip hem", Yellow
10003299,Gini and Jony Boys Red & Grey Melange Solid Varsity Jacket with Applique Detail,Gini and Jony,Boys,649,3,"Red and Grey Melange solid varsity jacket, has a stand collar, snap button closure, long sleeves, straight hem, unlined", Red
10013569,PARFAIT Plus Size Beige Solid Underwired Lightly Padded Plunge Bra 2801,PARFAIT,Women,1189,2,Beige solid medium-coverage Plunge bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10017835,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,839,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10017771,Parx Men Black & Red Slim Fit Checked Casual Shirt,Parx,Men,577,5,"Black and red checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Red
10006019,ID Men Tan Brown Formal Leather Oxfords,ID,Men,1432,5,"A pair of tan brown square-toed formal oxfords, has central lace-upsLeather upperCushioned footbedTextured TPU outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Brown
10002825,Stylo Bug Girls Turquoise Blue A-Line Dress,Stylo Bug,Girls,698,7,"Turquoise Blue printed woven A-line dress, has a round neck, sleeveless, concealed zip closure,, flared hem",Blue
10013703,PARFAIT Plus Size Women Black  Red Printed Lace Detail Hipster Brief 2805,PARFAIT,Women,899,2,"Black and red printed low-rise hipster briefs with lace detail, has an inner elasticated waistband with lace detail, double layered gusset", Red
10012713,MIAH Decor Set Of 5 Handcrafted Ceramic Kulladhs,MIAH Decor,Unisex,865,4,Set Of 5 Ceramic Kulladhs Pattern: PrintedFinish: GlossyMaterial: CeramicFeatures: Handcrafted,
10012875,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned geometric textured cufflinksComes in a signature JEWEL JUNCTION case, Gold
10015997,Tokyo Talkies Women Black & Red Floral Print Fit and Flare Dress,Tokyo Talkies,Women,499,5,"Black and Red printed woven fit and flare %S, has a round neck, three-quarter sleeves, concealed zip closure, and flared hem", Red
10012771,SEJ by Nisha Gupta Set of 6 Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table matsShape: RectangleColour: Mustard yellow and greyPattern: PrintedSuitable For: 6 seater tableMaterial: Cotton,
10013055,Sera Women Black Printed Loose Fit Regular Shorts,Sera,Women,547,4,"Black and pink printed above knee length mid-rise-rise regular shorts, has two pockets", Black
10003213,Gini and Jony Boys Black & Grey Embroidered Regular Fit Shorts,Gini and Jony,Boys,839,3,"Black and grey embroidered, has a partially elasticated waistband, hook and bar closure, 4 pockets", Red
10014775,AccessHer Gold-Plated & Black Multistrand Head Chain,AccessHer,Women,559,3,Gold-plated and black multistranded head chain Secured with insert closure, Black
10002337,Bvlgari Women Splendida Iris D'Or Eau De Parfum 100 ml,Bvlgari,Women,10950,2,"NotesTop notes: Violet Leaves absolute, HeliotropeHeart notes: Orris abs, Mimosa absBase notes: Tonka beans, Heart of Vetiver, Sandalwood ess",
1000745,ahilya Sterling Silver Statement Ring,ahilya,Women,3875,4,"Sterling silver ring, has a circular detail withÂ multiple teardrop-shaped patterns", Silver
10009685,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,SPYKAR,Women,1214,7,"Blue medium wash 5-pocket high-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
10012429,FIDO DIDO Men Grey & Black Printed Colourblocked Polo Collar T-shirt,FIDO DIDO,Men,599,5,"Black and grey colourblocked printed T-shirt, has a round neck, short sleeves", Black
10017723,Parx Men Pink Slim Fit Solid Casual Shirt,Parx,Men,739,5,"Pink solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Pink
10017855,Parx Men Navy Blue Slim Fit Printed Casual Shirt,Parx,Men,739,5,"Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10013025,Sera Women White Self Design Top,Sera,Women,714,5,"White self-design knitted regular  top, has a round neck, sleeveless, and concealed zip closure", White
10001211,Bvlgari Women Omnia Crystalline Eau De Toilette 40 ml,Bvlgari,Women,5650,2,NotesTop notes: Airy Bamboo and Exotic Asian Fruit NashiHeart notes: Lotus BlossomBase notes: Elegant Woodsy,
10006003,ID Men Grey Solid Thong Flip-Flops,ID,Men,1685,5,A pair of grey solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Grey
10012841,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,4,A pair of silver-toned geometric solid cufflinksComes in a signature JEWEL JUNCTION case, Silver
10017423,DKNY Unisex Gold & White Printed Cabin Trolley Bag,DKNY,Unisex,14400,6,"Gold and white printed cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps, one zip compartment on the flap with three zip pocketsWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", White
10000599,Parx Men Khaki Slim Fit Solid Regular Trousers,Parx,Men,839,5,"Khaki solid mid-rise regular trousers, has a button closure, four pockets", Khaki
